"GeneName" "ImmunePathway"
"1917" "IL21R" "Interleukins_Receptors"
"1918" "IL22RA1" "Interleukins_Receptors"
"1919" "IL22RA2" "Interleukins_Receptors"
"1920" "IL23R" "Interleukins_Receptors"
"1921" "IL27RA" "Interleukins_Receptors"
"1922" "IFNLR1" "Interleukins_Receptors"
"1923" "IL2RA" "Interleukins_Receptors"
"1924" "IL2RB" "Interleukins_Receptors"
"1925" "IL2RG" "Interleukins_Receptors"
"1926" "IL31RA" "Interleukins_Receptors"
"1927" "IL3RA" "Interleukins_Receptors"
"1928" "IL4R" "Interleukins_Receptors"
"1929" "IL5RA" "Interleukins_Receptors"
"1930" "IL6R" "Interleukins_Receptors"
"1931" "IL7R" "Interleukins_Receptors"
"1932" "CXCR1" "Interleukins_Receptors"
"1933" "CXCR2" "Interleukins_Receptors"
"1934" "IL9R" "Interleukins_Receptors"
"1935" "ST2" "Interleukins_Receptors"
"1936" "IL11" "Interleukins"
"1937" "IL12A" "Interleukins"
"1938" "IL12B" "Interleukins"
"1939" "IL13" "Interleukins"
"1940" "IL15" "Interleukins"
"1941" "IL16" "Interleukins"
"1942" "IL17A" "Interleukins"
"1943" "IL17B" "Interleukins"
"1944" "IL17C" "Interleukins"
"1945" "IL17D" "Interleukins"
"1946" "IL17F" "Interleukins"
"1947" "IL18" "Interleukins"
"1948" "IL19" "Interleukins"
"1949" "IL1A" "Interleukins"
"1950" "IL1B" "Interleukins"
"1951" "IL1F10" "Interleukins"
"1952" "IL36RN" "Interleukins"
"1953" "IL36A" "Interleukins"
"1954" "IL37" "Interleukins"
"1955" "IL36B" "Interleukins"
"1956" "IL36G" "Interleukins"
"1957" "IL1RN" "Interleukins"
"1958" "IL2" "Interleukins"
"1959" "IL20" "Interleukins"
"1960" "IL21" "Interleukins"
"1961" "IL22" "Interleukins"
"1962" "IL23A" "Interleukins"
"1963" "IL24" "Interleukins"
"1964" "IL25" "Interleukins"
"1965" "IL26" "Interleukins"
"1966" "IL27" "Interleukins"
"1967" "IFNL2" "Interleukins"
"1968" "IFNL3" "Interleukins"
"1969" "IFNL1" "Interleukins"
"1970" "IL3" "Interleukins"
"1971" "IL31" "Interleukins"
"1972" "IL32" "Interleukins"
"1973" "IL33" "Interleukins"
"1974" "IL34" "Interleukins"
"1975" "IL4" "Interleukins"
"1976" "IL5" "Interleukins"
"1977" "IL6" "Interleukins"
"1978" "IL6ST" "Interleukins"
"1979" "IL7" "Interleukins"
"1980" "CXCL8" "Interleukins"
"1981" "IL9" "Interleukins"
"1982" "TXLNA" "Interleukins"
"1983" "HLA-A" "Natural_Killer_Cell"
"1984" "HLA-B" "Natural_Killer_Cell"
"1985" "HLA-C" "Natural_Killer_Cell"
"1986" "HLA-E" "Natural_Killer_Cell"
"1987" "HLA-G" "Natural_Killer_Cell"
"1988" "KIR3DL1" "Natural_Killer_Cell"
"1989" "KIR3DL2" "Natural_Killer_Cell"
"1990" "KIR2DL1" "Natural_Killer_Cell"
"1991" "KIR2DL2" "Natural_Killer_Cell"
"1992" "KIR2DL3" "Natural_Killer_Cell"
"1993" "KIR2DL4" "Natural_Killer_Cell"
"1994" "KIR2DL5A" "Natural_Killer_Cell"
"1995" "KLRC1" "Natural_Killer_Cell"
"1996" "KLRC2" "Natural_Killer_Cell"
"1997" "KLRC3" "Natural_Killer_Cell"
"1998" "KLRD1" "Natural_Killer_Cell"
"1999" "PTPN6" "Natural_Killer_Cell"
"2000" "PTPN11" "Natural_Killer_Cell"
"2001" "ICAM1" "Natural_Killer_Cell"
"2002" "ICAM2" "Natural_Killer_Cell"
"2003" "ITGAL" "Natural_Killer_Cell"
"2004" "ITGB2" "Natural_Killer_Cell"
"2005" "PTK2B" "Natural_Killer_Cell"
"2006" "VAV3" "Natural_Killer_Cell"
"2007" "VAV1" "Natural_Killer_Cell"
"2008" "VAV2" "Natural_Killer_Cell"
"2009" "RAC1" "Natural_Killer_Cell"
"2010" "RAC2" "Natural_Killer_Cell"
"2011" "RAC3" "Natural_Killer_Cell"
"2012" "PAK1" "Natural_Killer_Cell"
"2013" "MAP2K1" "Natural_Killer_Cell"
"2014" "MAP2K2" "Natural_Killer_Cell"
"2015" "MAPK1" "Natural_Killer_Cell"
"2016" "MAPK3" "Natural_Killer_Cell"
"2017" "TNF" "Natural_Killer_Cell"
"2018" "CSF2" "Natural_Killer_Cell"
"2019" "IFNG" "Natural_Killer_Cell"
"2020" "KIR2DS1" "Natural_Killer_Cell"
"2021" "KIR2DS3" "Natural_Killer_Cell"
"2022" "KIR2DS4" "Natural_Killer_Cell"
"2023" "KIR2DS5" "Natural_Killer_Cell"
"2024" "NCR2" "Natural_Killer_Cell"
"2025" "TYROBP" "Natural_Killer_Cell"
"2026" "LCK" "Natural_Killer_Cell"
"2027" "FCGR3A" "Natural_Killer_Cell"
"2028" "FCGR3B" "Natural_Killer_Cell"
"2029" "NCR1" "Natural_Killer_Cell"
"2030" "NCR3" "Natural_Killer_Cell"
"2031" "FCER1G" "Natural_Killer_Cell"
"2032" "CD247" "Natural_Killer_Cell"
"2033" "ZAP70" "Natural_Killer_Cell"
"2034" "SYK" "Natural_Killer_Cell"
"2035" "LCP2" "Natural_Killer_Cell"
"2036" "LAT" "Natural_Killer_Cell"
"2037" "PLCG1" "Natural_Killer_Cell"
"2038" "PLCG2" "Natural_Killer_Cell"
"2039" "SH3BP2" "Natural_Killer_Cell"
"2040" "PIK3CA" "Natural_Killer_Cell"
"2041" "PIK3CB" "Natural_Killer_Cell"
"2042" "PIK3CD" "Natural_Killer_Cell"
"2043" "PIK3CG" "Natural_Killer_Cell"
"2044" "PIK3R5" "Natural_Killer_Cell"
"2045" "PIK3R1" "Natural_Killer_Cell"
"2046" "PIK3R2" "Natural_Killer_Cell"
"2047" "PIK3R3" "Natural_Killer_Cell"
"2048" "FYN" "Natural_Killer_Cell"
"2049" "SHC2" "Natural_Killer_Cell"
"2050" "SHC4" "Natural_Killer_Cell"
"2051" "SHC3" "Natural_Killer_Cell"
"2052" "SHC1" "Natural_Killer_Cell"
"2053" "GRB2" "Natural_Killer_Cell"
"2054" "SOS1" "Natural_Killer_Cell"
"2055" "SOS2" "Natural_Killer_Cell"
"2056" "HRAS" "Natural_Killer_Cell"
"2057" "KRAS" "Natural_Killer_Cell"
"2058" "NRAS" "Natural_Killer_Cell"
"2059" "ARAF" "Natural_Killer_Cell"
"2060" "BRAF" "Natural_Killer_Cell"
"2061" "RAF1" "Natural_Killer_Cell"
"2062" "MICA" "Natural_Killer_Cell"
"2063" "MICB" "Natural_Killer_Cell"
"2064" "ULBP3" "Natural_Killer_Cell"
"2065" "ULBP2" "Natural_Killer_Cell"
"2066" "ULBP1" "Natural_Killer_Cell"
"2067" "KLRK1" "Natural_Killer_Cell"
"2068" "HCST" "Natural_Killer_Cell"
"2069" "CD48" "Natural_Killer_Cell"
"2070" "CD244" "Natural_Killer_Cell"
"2071" "PPP3CA" "Natural_Killer_Cell"
"2072" "PPP3CB" "Natural_Killer_Cell"
"2073" "PPP3CC" "Natural_Killer_Cell"
"2074" "CHP1" "Natural_Killer_Cell"
"2075" "PPP3R1" "Natural_Killer_Cell"
"2076" "PPP3R2" "Natural_Killer_Cell"
"2077" "CHP2" "Natural_Killer_Cell"
"2078" "NFAT5" "Natural_Killer_Cell"
"2079" "NFATC1" "Natural_Killer_Cell"
"2080" "NFATC2" "Natural_Killer_Cell"
"2081" "NFATC3" "Natural_Killer_Cell"
"2082" "NFATC4" "Natural_Killer_Cell"
"2083" "PRKCA" "Natural_Killer_Cell"
"2084" "PRKCB" "Natural_Killer_Cell"
"2085" "PRKCG" "Natural_Killer_Cell"
"2086" "SH2D1B" "Natural_Killer_Cell"
"2087" "SH2D1A" "Natural_Killer_Cell"
"2088" "IFNGR1" "Natural_Killer_Cell"
"2089" "IFNGR2" "Natural_Killer_Cell"
"2090" "IFNA1" "Natural_Killer_Cell"
"2091" "IFNA2" "Natural_Killer_Cell"
"2092" "IFNA4" "Natural_Killer_Cell"
"2093" "IFNA5" "Natural_Killer_Cell"
"2094" "IFNA6" "Natural_Killer_Cell"
"2095" "IFNA7" "Natural_Killer_Cell"
"2096" "IFNA8" "Natural_Killer_Cell"
"2097" "IFNA10" "Natural_Killer_Cell"
"2098" "IFNA13" "Natural_Killer_Cell"
"2099" "IFNA14" "Natural_Killer_Cell"
"2100" "IFNA16" "Natural_Killer_Cell"
"2101" "IFNA17" "Natural_Killer_Cell"
"2102" "IFNA21" "Natural_Killer_Cell"
"2103" "IFNB1" "Natural_Killer_Cell"
"2104" "IFNAR1" "Natural_Killer_Cell"
"2105" "IFNAR2" "Natural_Killer_Cell"
"2106" "TNFSF10" "Natural_Killer_Cell"
"2107" "TNFRSF10D" "Natural_Killer_Cell"
"2108" "TNFRSF10C" "Natural_Killer_Cell"
"2109" "TNFRSF10B" "Natural_Killer_Cell"
"2110" "TNFRSF10A" "Natural_Killer_Cell"
"2111" "FASLG" "Natural_Killer_Cell"
"2112" "FAS" "Natural_Killer_Cell"
"2113" "GZMB" "Natural_Killer_Cell"
"2114" "PRF1" "Natural_Killer_Cell"
"2115" "CASP3" "Natural_Killer_Cell"
"2116" "BID" "Natural_Killer_Cell"
"2117" "CD3D" "TCR_Signaling_Pathway"
"2118" "CD3E" "TCR_Signaling_Pathway"
"2119" "CD3G" "TCR_Signaling_Pathway"
"2120" "CD247" "TCR_Signaling_Pathway"
"2121" "CD4" "TCR_Signaling_Pathway"
"2122" "CD8A" "TCR_Signaling_Pathway"
"2123" "CD8B" "TCR_Signaling_Pathway"
"2124" "PTPRC" "TCR_Signaling_Pathway"
"2125" "LCK" "TCR_Signaling_Pathway"
"2126" "FYN" "TCR_Signaling_Pathway"
"2127" "ZAP70" "TCR_Signaling_Pathway"
"2128" "LCP2" "TCR_Signaling_Pathway"
"2129" "LAT" "TCR_Signaling_Pathway"
"2130" "ITK" "TCR_Signaling_Pathway"
"2131" "TEC" "TCR_Signaling_Pathway"
"2132" "NCK1" "TCR_Signaling_Pathway"
"2133" "NCK2" "TCR_Signaling_Pathway"
"2134" "VAV3" "TCR_Signaling_Pathway"
"2135" "VAV1" "TCR_Signaling_Pathway"
"2136" "VAV2" "TCR_Signaling_Pathway"
"2137" "GRAP2" "TCR_Signaling_Pathway"
"2138" "GRB2" "TCR_Signaling_Pathway"
"2139" "PAK1" "TCR_Signaling_Pathway"
"2140" "PAK2" "TCR_Signaling_Pathway"
"2141" "PAK3" "TCR_Signaling_Pathway"
"2142" "PAK4" "TCR_Signaling_Pathway"
"2143" "PAK6" "TCR_Signaling_Pathway"
"2144" "PAK5" "TCR_Signaling_Pathway"
"2145" "RHOA" "TCR_Signaling_Pathway"
"2146" "CDC42" "TCR_Signaling_Pathway"
"2147" "PPP3CA" "TCR_Signaling_Pathway"
"2148" "PPP3CB" "TCR_Signaling_Pathway"
"2149" "PPP3CC" "TCR_Signaling_Pathway"
"2150" "CHP1" "TCR_Signaling_Pathway"
"2151" "PPP3R1" "TCR_Signaling_Pathway"
"2152" "PPP3R2" "TCR_Signaling_Pathway"
"2153" "CHP2" "TCR_Signaling_Pathway"
"2154" "NFAT5" "TCR_Signaling_Pathway"
"2155" "NFATC1" "TCR_Signaling_Pathway"
"2156" "NFATC2" "TCR_Signaling_Pathway"
"2157" "NFATC3" "TCR_Signaling_Pathway"
"2158" "NFATC4" "TCR_Signaling_Pathway"
"2159" "SOS1" "TCR_Signaling_Pathway"
"2160" "SOS2" "TCR_Signaling_Pathway"
"2161" "HRAS" "TCR_Signaling_Pathway"
"2162" "KRAS" "TCR_Signaling_Pathway"
"2163" "NRAS" "TCR_Signaling_Pathway"
"2164" "FOS" "TCR_Signaling_Pathway"
"2165" "JUN" "TCR_Signaling_Pathway"
"2166" "CARD11" "TCR_Signaling_Pathway"
"2167" "BCL10" "TCR_Signaling_Pathway"
"2168" "MALT1" "TCR_Signaling_Pathway"
"2169" "CHUK" "TCR_Signaling_Pathway"
"2170" "IKBKB" "TCR_Signaling_Pathway"
"2171" "IKBKG" "TCR_Signaling_Pathway"
"2172" "NFKB1" "TCR_Signaling_Pathway"
"2173" "RELA" "TCR_Signaling_Pathway"
"2174" "NFKBIA" "TCR_Signaling_Pathway"
"2175" "NFKBIB" "TCR_Signaling_Pathway"
"2176" "NFKBIE" "TCR_Signaling_Pathway"
"2177" "CD28" "TCR_Signaling_Pathway"
"2178" "ICOS" "TCR_Signaling_Pathway"
"2179" "CD40LG" "TCR_Signaling_Pathway"
"2180" "PIK3R5" "TCR_Signaling_Pathway"
"2181" "PIK3R1" "TCR_Signaling_Pathway"
"2182" "PIK3R2" "TCR_Signaling_Pathway"
"2183" "PIK3R3" "TCR_Signaling_Pathway"
"2184" "PIK3CA" "TCR_Signaling_Pathway"
"2185" "PIK3CB" "TCR_Signaling_Pathway"
"2186" "PIK3CD" "TCR_Signaling_Pathway"
"2187" "PIK3CG" "TCR_Signaling_Pathway"
"2188" "AKT3" "TCR_Signaling_Pathway"
"2189" "AKT1" "TCR_Signaling_Pathway"
"2190" "AKT2" "TCR_Signaling_Pathway"
"2191" "MAP3K8" "TCR_Signaling_Pathway"
"2192" "MAP3K14" "TCR_Signaling_Pathway"
"2193" "PDCD1" "TCR_Signaling_Pathway"
"2194" "CTLA4" "TCR_Signaling_Pathway"
"2195" "PTPN6" "TCR_Signaling_Pathway"
"2196" "CBLC" "TCR_Signaling_Pathway"
"2197" "CBL" "TCR_Signaling_Pathway"
"2198" "CBLB" "TCR_Signaling_Pathway"
"2199" "IL2" "TCR_Signaling_Pathway"
"2200" "IL4" "TCR_Signaling_Pathway"
"2201" "IL5" "TCR_Signaling_Pathway"
"2202" "IL10" "TCR_Signaling_Pathway"
"2203" "IFNG" "TCR_Signaling_Pathway"
"2204" "CSF2" "TCR_Signaling_Pathway"
"2205" "TNF" "TCR_Signaling_Pathway"
"2206" "CDK4" "TCR_Signaling_Pathway"
"2207" "RASGRP1" "TCR_Signaling_Pathway"
"2208" "PDK1" "TCR_Signaling_Pathway"
"2209" "PLCG1" "TCR_Signaling_Pathway"
"2210" "PRKCQ" "TCR_Signaling_Pathway"
"2211" "TRAC" "TCR_Signaling_Pathway"
"2212" "TRAJ1" "TCR_Signaling_Pathway"
"2213" "TRAJ2" "TCR_Signaling_Pathway"
"2214" "TRAJ3" "TCR_Signaling_Pathway"
"2215" "TRAJ4" "TCR_Signaling_Pathway"
"2216" "TRAJ5" "TCR_Signaling_Pathway"
"2217" "TRAJ6" "TCR_Signaling_Pathway"
"2218" "TRAJ7" "TCR_Signaling_Pathway"
"2219" "TRAJ8" "TCR_Signaling_Pathway"
"2220" "TRAJ9" "TCR_Signaling_Pathway"
"2221" "TRAJ10" "TCR_Signaling_Pathway"
"2222" "TRAJ11" "TCR_Signaling_Pathway"
"2223" "TRAJ12" "TCR_Signaling_Pathway"
"2224" "TRAJ13" "TCR_Signaling_Pathway"
"2225" "TRAJ14" "TCR_Signaling_Pathway"
"2226" "TRAJ15" "TCR_Signaling_Pathway"
"2227" "TRAJ16" "TCR_Signaling_Pathway"
"2228" "TRAJ17" "TCR_Signaling_Pathway"
"2229" "TRAJ18" "TCR_Signaling_Pathway"
"2230" "TRAJ19" "TCR_Signaling_Pathway"
"2231" "TRAJ20" "TCR_Signaling_Pathway"
"2232" "TRAJ21" "TCR_Signaling_Pathway"
"2233" "TRAJ22" "TCR_Signaling_Pathway"
"2234" "TRAJ23" "TCR_Signaling_Pathway"
"2235" "TRAJ24" "TCR_Signaling_Pathway"
"2236" "TRAJ25" "TCR_Signaling_Pathway"
"2237" "TRAJ26" "TCR_Signaling_Pathway"
"2238" "TRAJ27" "TCR_Signaling_Pathway"
"2239" "TRAJ28" "TCR_Signaling_Pathway"
"2240" "TRAJ29" "TCR_Signaling_Pathway"
"2241" "TRAJ30" "TCR_Signaling_Pathway"
"2242" "TRAJ31" "TCR_Signaling_Pathway"
"2243" "TRAJ32" "TCR_Signaling_Pathway"
"2244" "TRAJ33" "TCR_Signaling_Pathway"
"2245" "TRAJ34" "TCR_Signaling_Pathway"
"2246" "TRAJ35" "TCR_Signaling_Pathway"
"2247" "TRAJ36" "TCR_Signaling_Pathway"
"2248" "TRAJ37" "TCR_Signaling_Pathway"
"2249" "TRAJ38" "TCR_Signaling_Pathway"
"2250" "TRAJ39" "TCR_Signaling_Pathway"
"2251" "TRAJ40" "TCR_Signaling_Pathway"
"2252" "TRAJ41" "TCR_Signaling_Pathway"
"2253" "TRAJ42" "TCR_Signaling_Pathway"
"2254" "TRAJ43" "TCR_Signaling_Pathway"
"2255" "TRAJ44" "TCR_Signaling_Pathway"
"2256" "TRAJ45" "TCR_Signaling_Pathway"
"2257" "TRAJ46" "TCR_Signaling_Pathway"
"2258" "TRAJ47" "TCR_Signaling_Pathway"
"2259" "TRAJ48" "TCR_Signaling_Pathway"
"2260" "TRAJ49" "TCR_Signaling_Pathway"
"2261" "TRAJ50" "TCR_Signaling_Pathway"
"2262" "TRAJ52" "TCR_Signaling_Pathway"
"2263" "TRAJ53" "TCR_Signaling_Pathway"
"2264" "TRAJ54" "TCR_Signaling_Pathway"
"2265" "TRAJ56" "TCR_Signaling_Pathway"
"2266" "TRAJ57" "TCR_Signaling_Pathway"
"2267" "TRAJ58" "TCR_Signaling_Pathway"
"2268" "TRAJ59" "TCR_Signaling_Pathway"
"2269" "TRAJ61" "TCR_Signaling_Pathway"
"2270" "TRAV1-1" "TCR_Signaling_Pathway"
"2271" "TRAV1-2" "TCR_Signaling_Pathway"
"2272" "TRAV2" "TCR_Signaling_Pathway"
"2273" "TRAV3" "TCR_Signaling_Pathway"
"2274" "TRAV4" "TCR_Signaling_Pathway"
"2275" "TRAV5" "TCR_Signaling_Pathway"
"2276" "TRAV7" "TCR_Signaling_Pathway"
"2277" "TRAV8-1" "TCR_Signaling_Pathway"
"2278" "TRAV8-2" "TCR_Signaling_Pathway"
"2279" "TRAV8-3" "TCR_Signaling_Pathway"
"2280" "TRAV8-4" "TCR_Signaling_Pathway"
"2281" "TRAV8-6" "TCR_Signaling_Pathway"
"2282" "TRAV8-7" "TCR_Signaling_Pathway"
"2283" "TRAV9-1" "TCR_Signaling_Pathway"
"2284" "TRAV9-2" "TCR_Signaling_Pathway"
"2285" "TRAV10" "TCR_Signaling_Pathway"
"2286" "TRAV12-1" "TCR_Signaling_Pathway"
"2287" "TRAV12-2" "TCR_Signaling_Pathway"
"2288" "TRAV12-3" "TCR_Signaling_Pathway"
"2289" "TRAV13-1" "TCR_Signaling_Pathway"
"2290" "TRAV13-2" "TCR_Signaling_Pathway"
"2291" "TRAV14DV4" "TCR_Signaling_Pathway"
"2292" "TRAV16" "TCR_Signaling_Pathway"
"2293" "TRAV17" "TCR_Signaling_Pathway"
"2294" "TRAV18" "TCR_Signaling_Pathway"
"2295" "TRAV19" "TCR_Signaling_Pathway"
"2296" "TRAV20" "TCR_Signaling_Pathway"
"2297" "TRAV21" "TCR_Signaling_Pathway"
"2298" "TRAV22" "TCR_Signaling_Pathway"
"2299" "TRAV23DV6" "TCR_Signaling_Pathway"
"2300" "TRAV24" "TCR_Signaling_Pathway"
"2301" "TRAV25" "TCR_Signaling_Pathway"
"2302" "TRAV26-1" "TCR_Signaling_Pathway"
"2303" "TRAV26-2" "TCR_Signaling_Pathway"
"2304" "TRAV27" "TCR_Signaling_Pathway"
"2305" "TRAV29DV5" "TCR_Signaling_Pathway"
"2306" "TRAV30" "TCR_Signaling_Pathway"
"2307" "TRAV34" "TCR_Signaling_Pathway"
"2308" "TRAV35" "TCR_Signaling_Pathway"
"2309" "TRAV36DV7" "TCR_Signaling_Pathway"
"2310" "TRAV38-1" "TCR_Signaling_Pathway"
"2311" "TRAV38-2DV8" "TCR_Signaling_Pathway"
"2312" "TRAV39" "TCR_Signaling_Pathway"
"2313" "TRAV40" "TCR_Signaling_Pathway"
"2314" "TRAV41" "TCR_Signaling_Pathway"
"2315" "TRBC1" "TCR_Signaling_Pathway"
"2316" "TRBC2" "TCR_Signaling_Pathway"
"2317" "TRBD1" "TCR_Signaling_Pathway"
"2318" "TRBD2" "TCR_Signaling_Pathway"
"2319" "TRBJ1-1" "TCR_Signaling_Pathway"
"2320" "TRBJ1-2" "TCR_Signaling_Pathway"
"2321" "TRBJ1-3" "TCR_Signaling_Pathway"
"2322" "TRBJ1-4" "TCR_Signaling_Pathway"
"2323" "TRBJ1-5" "TCR_Signaling_Pathway"
"2324" "TRBJ1-6" "TCR_Signaling_Pathway"
"2325" "TRBJ2-1" "TCR_Signaling_Pathway"
"2326" "TRBJ2-2" "TCR_Signaling_Pathway"
"2327" "TRBJ2-3" "TCR_Signaling_Pathway"
"2328" "TRBJ2-4" "TCR_Signaling_Pathway"
"2329" "TRBJ2-5" "TCR_Signaling_Pathway"
"2330" "TRBJ2-6" "TCR_Signaling_Pathway"
"2331" "TRBJ2-7" "TCR_Signaling_Pathway"
"2332" "TRBV2" "TCR_Signaling_Pathway"
"2333" "TRBV3-1" "TCR_Signaling_Pathway"
"2334" "TRBV4-1" "TCR_Signaling_Pathway"
"2335" "TRBV4-2" "TCR_Signaling_Pathway"
"2336" "TRBV4-3" "TCR_Signaling_Pathway"
"2337" "TRBV5-1" "TCR_Signaling_Pathway"
"2338" "TRBV5-4" "TCR_Signaling_Pathway"
"2339" "TRBV5-5" "TCR_Signaling_Pathway"
"2340" "TRBV5-6" "TCR_Signaling_Pathway"
"2341" "TRBV5-7" "TCR_Signaling_Pathway"
"2342" "TRBV5-8" "TCR_Signaling_Pathway"
"2343" "TRBV6-1" "TCR_Signaling_Pathway"
"2344" "TRBV6-2" "TCR_Signaling_Pathway"
"2345" "TRBV6-3" "TCR_Signaling_Pathway"
"2346" "TRBV6-4" "TCR_Signaling_Pathway"
"2347" "TRBV6-5" "TCR_Signaling_Pathway"
"2348" "TRBV6-6" "TCR_Signaling_Pathway"
"2349" "TRBV6-7" "TCR_Signaling_Pathway"
"2350" "TRBV6-8" "TCR_Signaling_Pathway"
"2351" "TRBV6-9" "TCR_Signaling_Pathway"
"2352" "TRBV7-2" "TCR_Signaling_Pathway"
"2353" "TRBV7-3" "TCR_Signaling_Pathway"
"2354" "TRBV7-4" "TCR_Signaling_Pathway"
"2355" "TRBV7-6" "TCR_Signaling_Pathway"
"2356" "TRBV7-7" "TCR_Signaling_Pathway"
"2357" "TRBV7-8" "TCR_Signaling_Pathway"
"2358" "TRBV7-9" "TCR_Signaling_Pathway"
"2359" "TRBV9" "TCR_Signaling_Pathway"
"2360" "TRBV10-1" "TCR_Signaling_Pathway"
"2361" "TRBV10-2" "TCR_Signaling_Pathway"
"2362" "TRBV10-3" "TCR_Signaling_Pathway"
"2363" "TRBV11-1" "TCR_Signaling_Pathway"
"2364" "TRBV11-2" "TCR_Signaling_Pathway"
"2365" "TRBV11-3" "TCR_Signaling_Pathway"
"2366" "TRBV12-3" "TCR_Signaling_Pathway"
"2367" "TRBV12-4" "TCR_Signaling_Pathway"
"2368" "TRBV12-5" "TCR_Signaling_Pathway"
"2369" "TRBV13" "TCR_Signaling_Pathway"
"2370" "TRBV14" "TCR_Signaling_Pathway"
"2371" "TRBV15" "TCR_Signaling_Pathway"
"2372" "TRBV16" "TCR_Signaling_Pathway"
"2373" "TRBV17" "TCR_Signaling_Pathway"
"2374" "TRBV18" "TCR_Signaling_Pathway"
"2375" "TRBV19" "TCR_Signaling_Pathway"
"2376" "TRBV20-1" "TCR_Signaling_Pathway"
"2377" "TRBV24-1" "TCR_Signaling_Pathway"
"2378" "TRBV25-1" "TCR_Signaling_Pathway"
"2379" "TRBV27" "TCR_Signaling_Pathway"
"2380" "TRBV28" "TCR_Signaling_Pathway"
"2381" "TRBV29-1" "TCR_Signaling_Pathway"
"2382" "TRBV30" "TCR_Signaling_Pathway"
"2383" "TRDC" "TCR_Signaling_Pathway"
"2384" "TRDD1" "TCR_Signaling_Pathway"
"2385" "TRDD2" "TCR_Signaling_Pathway"
"2386" "TRDD3" "TCR_Signaling_Pathway"
"2387" "TRDJ1" "TCR_Signaling_Pathway"
"2388" "TRDJ2" "TCR_Signaling_Pathway"
"2389" "TRDJ3" "TCR_Signaling_Pathway"
"2390" "TRDJ4" "TCR_Signaling_Pathway"
"2391" "TRDV1" "TCR_Signaling_Pathway"
"2392" "TRDV2" "TCR_Signaling_Pathway"
"2393" "TRDV3" "TCR_Signaling_Pathway"
"2394" "TRGV9" "TCR_Signaling_Pathway"
"2395" "TRGV8" "TCR_Signaling_Pathway"
"2396" "TRGV5" "TCR_Signaling_Pathway"
"2397" "TRGV4" "TCR_Signaling_Pathway"
"2398" "TRGV3" "TCR_Signaling_Pathway"
"2399" "TRGV2" "TCR_Signaling_Pathway"
"2400" "TRGJP2" "TCR_Signaling_Pathway"
"2401" "TRGJP1" "TCR_Signaling_Pathway"
"2402" "TRGJP" "TCR_Signaling_Pathway"
"2403" "TRGJ2" "TCR_Signaling_Pathway"
"2404" "TRGJ1" "TCR_Signaling_Pathway"
"2405" "TRGC2" "TCR_Signaling_Pathway"
"2406" "TRGC1" "TCR_Signaling_Pathway"
"2407" "TRAV6" "TCR_Signaling_Pathway"
"2408" "ACVR1B" "TGF-b_Family_Members_Receptors"
"2409" "ACVR1C" "TGF-b_Family_Members_Receptors"
"2410" "ACVR2A" "TGF-b_Family_Members_Receptors"
"2411" "ACVR2B" "TGF-b_Family_Members_Receptors"
"2412" "ACVRL1" "TGF-b_Family_Members_Receptors"
"2413" "AMHR2" "TGF-b_Family_Members_Receptors"
"2414" "BMPR1A" "TGF-b_Family_Members_Receptors"
"2415" "BMPR1B" "TGF-b_Family_Members_Receptors"
"2416" "BMPR2" "TGF-b_Family_Members_Receptors"
"2417" "TGFBR1" "TGF-b_Family_Members_Receptors"
"2418" "TGFBR2" "TGF-b_Family_Members_Receptors"
"2419" "TGFBR3" "TGF-b_Family_Members_Receptors"
"2420" "BMP1" "TGF-b_Family_Members"
"2421" "BMP10" "TGF-b_Family_Members"
"2422" "BMP15" "TGF-b_Family_Members"
"2423" "BMP2" "TGF-b_Family_Members"
"2424" "BMP3" "TGF-b_Family_Members"
"2425" "BMP4" "TGF-b_Family_Members"
"2426" "BMP5" "TGF-b_Family_Members"
"2427" "BMP6" "TGF-b_Family_Members"
"2428" "BMP7" "TGF-b_Family_Members"
"2429" "BMP8A" "TGF-b_Family_Members"
"2430" "BMP8B" "TGF-b_Family_Members"
"2431" "GDF1" "TGF-b_Family_Members"
"2432" "GDF10" "TGF-b_Family_Members"
"2433" "GDF11" "TGF-b_Family_Members"
"2434" "GDF15" "TGF-b_Family_Members"
"2435" "GDF2" "TGF-b_Family_Members"
"2436" "GDF3" "TGF-b_Family_Members"
"2437" "GDF5" "TGF-b_Family_Members"
"2438" "GDF6" "TGF-b_Family_Members"
"2439" "GDF7" "TGF-b_Family_Members"
"2440" "GDF9" "TGF-b_Family_Members"
"2441" "GDNF" "TGF-b_Family_Members"
"2442" "INHA" "TGF-b_Family_Members"
"2443" "INHBA" "TGF-b_Family_Members"
"2444" "INHBB" "TGF-b_Family_Members"
"2445" "INHBC" "TGF-b_Family_Members"
"2446" "INHBE" "TGF-b_Family_Members"
"2447" "LEFTY1" "TGF-b_Family_Members"
"2448" "LEFTY2" "TGF-b_Family_Members"
"2449" "NODAL" "TGF-b_Family_Members"
"2450" "TGFB1" "TGF-b_Family_Members"
"2451" "TGFB2" "TGF-b_Family_Members"
"2452" "TGFB3" "TGF-b_Family_Members"
"2453" "TNFRSF10B" "TNF_Family_Members_Receptors"
"2454" "TNFRSF10C" "TNF_Family_Members_Receptors"
"2455" "TNFRSF10D" "TNF_Family_Members_Receptors"
"2456" "TNFRSF11A" "TNF_Family_Members_Receptors"
